Job Title,Company,Location,Min Salary,Max Salary,Retrieved Date,Last Appearance
PRODUCTION SUPPORT SPECIALIST,OPENTEXT,"WATERLOO, ON",53157.0,67309.0,2023-10-25,2023-11-22
SENIOR SOFTWARE DEVELOPER - FULL STACK,CAMIS,"GUELPH, ON",85263.0,107962.0,2023-10-25,2023-11-01
PRODUCTION SUPPORT SPECIALIST,OPEN TEXT CORPORATION,"WATERLOO, ON",53157.0,67309.0,2023-10-25,2023-11-22
SENIOR DOTNET DEVELOPER,AG ENERGY CO-OPERATIVE LTD.,"GUELPH, ON",102924.0,130324.0,2023-10-25,2023-11-22
CONTROLS PROGRAMMER (LEAD),PRIME AUTOMATION INC,"WATERLOO, ON",,,2023-10-25,2023-11-22
WORDPRESS DEVELOPER,RKD WEB STUDIOS,"GUELPH, ON",64142.0,81218.0,2023-10-25,2023-11-08
"VP, ENTERPRISE ARCHITECTURE",OPEN TEXT CORPORATION,"WATERLOO, ON",81059.0,102639.0,2023-11-01,2023-11-22
HEAD OF SOFTWARE DEVELOPMENT,GHD,"WATERLOO, ON",133598.0,169165.0,2023-11-01,2023-11-22
SR. PRODUCT MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",110674.0,140139.0,2023-11-01,2023-11-22
"SENIOR TECHNOLOGY SPECIALIST, DIGITAL DEVELOPER",EQUITABLE,"WATERLOO, ON",88457.0,112007.0,2023-11-01,2023-11-22
SR. PRODUCT MANAGER,OPENTEXT,"WATERLOO, ON",110674.0,140139.0,2023-11-01,2023-11-22
SR. PRODUCTION SUPPORT SPECIALIST,OPENTEXT,"WATERLOO, ON",67062.0,84916.0,2023-11-01,2023-11-22
SENIOR SOFTWARE ENGINEER - ARCHER (CONTRACT),SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-11-01,2023-11-22
JR. FULL STACK DEVELOPMENT TRAINING & PAID INTERNSHIP,PREPR,"GUELPH, ON",,,2023-11-01,2023-11-01
CLOUD ENGINEER - AWS,PROCOM,VARIOUS LOCATIONS,,,2023-11-01,2023-11-01
SENIOR CONTROLS SOFTWARE DEVELOPER,OTTO MOTORS BY ROCKWELL AUTOMATION,"KITCHENER, ON",87859.0,111249.0,2023-11-01,2023-11-22
SQL DATABASE ADMINISTRATOR(INTERMEDIATE EXPERIENCED),OPEN TEXT CORPORATION,"WATERLOO, ON",93137.0,117932.0,2023-11-01,2023-11-22
"DIRECTOR, PRODUCT MARKETING",OPENTEXT,"WATERLOO, ON",104966.0,132911.0,2023-11-01,2023-11-08
SQL DATABASE ADMINISTRATOR(INTERMEDIATE EXPERIENCED),OPENTEXT,"WATERLOO, ON",93137.0,117932.0,2023-11-01,2023-11-22
LEAD SECURITY COMPLIANCE ANALYST - COMPLIANCE STRATEGY,OPENTEXT,"WATERLOO, ON",79794.0,101037.0,2023-11-01,2023-11-22
"SR. MANAGER, CORPORATE ACCOUNTING",OPENTEXT,"WATERLOO, ON",81315.0,102963.0,2023-11-01,2023-11-01
BENEFITS MANAGER,OPENTEXT,"WATERLOO, ON",84236.0,106661.0,2023-11-01,2023-11-15
"DIRECTOR, PRODUCT MARKETING",OPEN TEXT CORPORATION,"WATERLOO, ON",104966.0,132911.0,2023-11-01,2023-11-08
"SR. MANAGER, CORPORATE ACCOUNTING",OPEN TEXT CORPORATION,"WATERLOO, ON",81315.0,102963.0,2023-11-01,2023-11-08
"VP, ENTERPRISE ARCHITECTURE",OPENTEXT,"WATERLOO, ON",81059.0,102639.0,2023-11-01,2023-11-22
BENEFITS MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",84236.0,106661.0,2023-11-01,2023-11-15
"INTERMEDIATE TECHNOLOGY SPECIALIST, DIGITAL DEVELOPER",EQUITABLE,"WATERLOO, ON",86531.0,109567.0,2023-11-01,2023-11-22
FULL-STACK DEVELOPER (PYTHON),DESCARTES,"WATERLOO, ON",89003.0,112698.0,2023-11-01,2023-11-01
SOFTWARE DEVELOPMENT ENGINEER IN TEST,SUN LIFE,"WATERLOO, ON",61000.0,101000.0,2023-11-01,2023-11-22
LEAD SOFTWARE DEVELOPER,OPEN TEXT CORPORATION,"WATERLOO, ON",99852.0,126435.0,2023-11-01,2023-11-22
SENIOR INTEGRATION DEVELOPER,CARTA,"WATERLOO, ON",91155.0,115422.0,2023-11-01,2023-11-22
SOFTWARE DEVELOPER,WHAT JOBS,"KITCHENER, ON",,,2023-11-01,2023-11-22
SOFTWARE DEVELOPER,WHAT JOBS,"WATERLOO, ON",,,2023-11-01,2023-11-22
SENIOR SOFTWARE DEVELOPER,CLOUDAID INC,"TORONTO, ON",72800.0,72800.0,2023-11-01,2023-11-22
SOFTWARE DEVELOPER,HP INC.,"KITCHENER, ON",,,2023-11-01,2023-11-01
SOFTWARE DEVELOPER,ALLUDO,"WATERLOO, ON",,,2023-11-01,2023-11-01
SOFTWARE DEVELOPER,CLEARPATH ROBOTICS,"KITCHENER, ON",,,2023-11-01,2023-11-22
FULL STACK SOFTWARE ENGINEER,MANULIFE,"WATERLOO, ON",89849.0,113769.0,2023-11-01,2023-11-01
CLOUD SOFTWARE DEVELOPER,HP,"KITCHENER, ON",99722.0,126270.0,2023-11-01,2023-11-08
"SOFTWARE DEVELOPER III, GOOGLE WORKSPACE",GOOGLE,"WATERLOO, ON",,,2023-11-01,2023-11-08
SOFTWARE DEVELOPER - AI TRAINER (CONTRACT),DATAANNOTATION,"WATERLOO, ON",85280.0,85280.0,2023-11-01,2023-11-01
BI REPORT DEVELOPER-DECISION SUPPORT,ST. MARY’S GENERAL HOSPITAL,"KITCHENER, ON",76960.0,,2023-11-01,2023-11-01
AI SOFTWARE DEVELOPMENT ENGINEER,"MUSASHI AI NORTH AMERICA, INC.","WATERLOO, ON",84264.0,106697.0,2023-11-01,2023-11-08
SOFTWARE QUALITY ENGINEER,SUN LIFE,"WATERLOO, ON",61000.0,101000.0,2023-11-01,2023-11-08
"INTERMEDIATE IMAGE SPECIALIST, PRODUCT DEVELOPER",CHRISTIE DIGITAL SYSTEMS INC.,"KITCHENER, ON",66061.0,83648.0,2023-11-01,2023-11-22
"INTERMEDIATE IMAGE SPECIALIST, PRODUCT DEVELOPER",CHRISTIE DIGITAL,"KITCHENER, ON",66503.0,84208.0,2023-11-01,2023-11-22
LEAD SOFTWARE DEVELOPER,OPENTEXT,"WATERLOO, ON",99852.0,126435.0,2023-11-01,2023-11-22
SENIOR CLOUD OPS ENGINEER,MAGNET FORENSICS,"WATERLOO, ON",106188.0,134458.0,2023-11-01,2023-11-08
FRONTEND SOFTWARE DEVELOPER - INTERMEDIATE,MONERIS SOLUTIONS,VARIOUS LOCATIONS,72504.0,91807.0,2023-11-01,2023-11-01
SR. PRODUCTION SUPPORT SPECIALIST,OPEN TEXT CORPORATION,"WATERLOO, ON",67062.0,84916.0,2023-11-01,2023-11-22
"DEVELOPER, APPLICATION SOLUTIONS",CAA NORTH & EAST ONTARIO,VARIOUS LOCATIONS,,,2023-11-01,2023-11-22
WORDPRESS DEVELOPER,RKD,"GUELPH, ON",70359.0,89090.0,2023-11-01,2023-11-22
BACKEND / DJANGO DEVELOPER,COULTER SOFTWARE INC.,VARIOUS LOCATIONS,55000.0,80000.0,2023-11-01,2023-11-01
"LEAD TECHNOLOGY SPECIALIST, DIGITAL DEVELOPER",EQUITABLE,"WATERLOO, ON",100782.0,127613.0,2023-11-01,2023-11-22
KEY ACCOUNT BUSINESS DEVELOPMENT LEADER (GLOBAL AFTER SALES & SERVICE),ATS AUTOMATION TOOLING SYSTEMS,"CAMBRIDGE, ON",46035.0,58291.0,2023-11-08,2023-11-22
CNC MACHINIST/PROGRAMMER,GUELPH MANUFACTURING GROUP INC.,"GUELPH, ON",55034.0,69685.0,2023-11-08,2023-11-22
CLIENT MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",83619.0,105881.0,2023-11-08,2023-11-22
COLLECTIONS SPECIALIST,OPEN TEXT CORPORATION,"WATERLOO, ON",52321.0,66251.0,2023-11-08,2023-11-22
JR. FULL STACK DEVELOPMENT TRAINING & PAID INTERNSHIP (SFS),PREPR,"GUELPH, ON",,,2023-11-08,2023-11-08
APACHE CAMEL DEVELOPER,PROCOM,VARIOUS LOCATIONS,,,2023-11-08,2023-11-08
SR. REVENUE OPERATIONS ANALYST,OPENTEXT,"WATERLOO, ON",60804.0,76992.0,2023-11-08,2023-11-15
SENIOR SIMULATION DEVELOPER,CLEARPATH ROBOTICS INC.,"KITCHENER, ON",123000.0,150000.0,2023-11-08,2023-11-22
SR. FINANCIAL ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",64989.0,82291.0,2023-11-08,2023-11-22
SR. ORDER ADMINISTRATION SPECIALIST,OPEN TEXT CORPORATION,"WATERLOO, ON",50742.0,64250.0,2023-11-08,2023-11-08
WORKPLACE SECURITY MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",93317.0,118161.0,2023-11-08,2023-11-22
SENIOR JAVA ENGINEER - 8+ YEARS,VENUITI,"KITCHENER, ON",97730.0,123748.0,2023-11-08,2023-11-15
CLIENT MANAGER,OPENTEXT,"WATERLOO, ON",83619.0,105881.0,2023-11-08,2023-11-22
WORKPLACE SECURITY MANAGER,OPENTEXT,"WATERLOO, ON",93317.0,118161.0,2023-11-08,2023-11-22
"SR. MANAGER, RENEWALS",OPEN TEXT CORPORATION,"WATERLOO, ON",79929.0,101208.0,2023-11-08,2023-11-22
309A LEAD ELECTRICIAN/CONTROLS TECHNICIAN/PROGRAMMER,DCA CONTROLS,VARIOUS LOCATIONS,62400.0,,2023-11-08,2023-11-08
DIGITAL MARKETING MANAGER-VENDOR PROGRAMS,OPENTEXT,"WATERLOO, ON",83776.0,106079.0,2023-11-08,2023-11-22
DIGITAL MARKETING MANAGER-ABM,OPEN TEXT CORPORATION,"WATERLOO, ON",77817.0,98534.0,2023-11-08,2023-11-22
DIGITAL MARKETING MANAGER-ABM,OPENTEXT,"WATERLOO, ON",77817.0,98534.0,2023-11-08,2023-11-22
"SR. MANAGER, RENEWALS",OPENTEXT,"WATERLOO, ON",79929.0,101208.0,2023-11-08,2023-11-22
SR. FINANCIAL ANALYST,OPENTEXT,"WATERLOO, ON",64989.0,82291.0,2023-11-08,2023-11-22
"VICE PRESIDENT, GLOBAL REAL ESTATE AND FACILITIES",OPENTEXT,"WATERLOO, ON",97770.0,123798.0,2023-11-08,2023-11-22
COLLECTIONS SPECIALIST,OPENTEXT,"WATERLOO, ON",52321.0,66251.0,2023-11-08,2023-11-22
SRE CLOUD NETWORK ENGINEER,NCR,"WATERLOO, ON",100645.0,127439.0,2023-11-08,2023-11-08
DIGITAL MARKETING MANAGER-VENDOR PROGRAMS,OPEN TEXT CORPORATION,"WATERLOO, ON",83776.0,106079.0,2023-11-08,2023-11-22
SR. ORDER ADMINISTRATION SPECIALIST,OPENTEXT,"WATERLOO, ON",50742.0,64250.0,2023-11-08,2023-11-08
SOFTWARE ENGINEER,NCR,"WATERLOO, ON",108578.0,137484.0,2023-11-08,2023-11-22
SOFTWARE ENGINEER (HYBRID REMOTE FRIENDLY),IMAGINE COMMUNICATIONS,"WATERLOO, ON",60766.0,76943.0,2023-11-08,2023-11-08
FIRMWARE DEVELOPER- NEW GRADUATE,SIEMENS,"KITCHENER, ON",81879.0,103677.0,2023-11-08,2023-11-22
"SENIOR SOFTWARE DEVELOPER, GOOGLE CLOUD COMPUTE",GOOGLE,"WATERLOO, ON",,,2023-11-08,2023-11-22
SENIOR SOFTWARE DEVELOPER,ENCIRCLE,"KITCHENER, ON",103935.0,131605.0,2023-11-08,2023-11-22
FRONT END DEVELOPER (HYBRID REMOTE FRIENDLY),IMAGINE COMMUNICATIONS,"WATERLOO, ON",56671.0,71758.0,2023-11-08,2023-11-22
CNC PROGRAMMER/OPERATOR,JEFFERSON ELORA CORPORATION,"ELORA, ON",64480.0,,2023-11-08,2023-11-22
(JUNIOR) C++ SOFTWARE DEVELOPER,MAXON COMPUTER,"WATERLOO, ON",53723.0,68026.0,2023-11-08,2023-11-08
JAVA DEVELOPER - LMIA,VENUITI,"KITCHENER, ON",90000.0,90000.0,2023-11-08,2023-11-15
FULL-STACK DEVELOPER,DESCARTES,"WATERLOO, ON",95725.0,121209.0,2023-11-08,2023-11-22
SENIOR SOFTWARE DEVELOPER,ONSEMI,"WATERLOO, ON",92591.0,117241.0,2023-11-08,2023-11-22
SOFTWARE DEVELOPER,ORACLE,"KITCHENER, ON",,,2023-11-08,2023-11-08
CLOUD DEVELOPER,CMS MONTERA,"CAMBRIDGE, ON",70000.0,90000.0,2023-11-08,2023-11-22
"SENIOR SOFTWARE DEVELOPER, MACHINE LEARNING, GOOGLE WORKSPACE",GOOGLE,"WATERLOO, ON",,,2023-11-08,2023-11-22
WIRE EDM PROGRAMMER SETUP OPERATOR,ODC TOOLING AND MOLDS,"WATERLOO, ON",49780.0,63033.0,2023-11-08,2023-11-08
FULL-STACK SOFTWARE ENGINEER,MANULIFE,"WATERLOO, ON",102995.0,130415.0,2023-11-08,2023-11-22
C/C++ SOFTWARE ENGINEER,BICDROID INC,"WATERLOO, ON",96572.0,122281.0,2023-11-08,2023-11-22
SOFTWARE DEVELOPER CO-OP (WINTER 2024),RICOH CANADA,"KITCHENER, ON",62820.0,79544.0,2023-11-08,2023-11-22
"STAFF SOFTWARE DEVELOPER, GOOGLE CLOUD PLATFORMS",GOOGLE,"WATERLOO, ON",,,2023-11-08,2023-11-15
"VICE PRESIDENT, GLOBAL REAL ESTATE AND FACILITIES",OPEN TEXT CORPORATION,"WATERLOO, ON",97770.0,123798.0,2023-11-08,2023-11-22
SOFTWARE ENGINEER,MAGNET FORENSICS,"WATERLOO, ON",105959.0,134168.0,2023-11-08,2023-11-15
SR. REVENUE OPERATIONS ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",60804.0,76992.0,2023-11-08,2023-11-15
LEAD PEGA SOFTWARE ENGINEER,SUN LIFE,"KITCHENER, ON",82000.0,135000.0,2023-11-08,2023-11-08
SENIOR FULL STACK SOFTWARE ENGINEER,MANULIFE,VARIOUS LOCATIONS,105010.0,132966.0,2023-11-08,2023-11-08
SENIOR FULLSTACK SOFTWARE DEVELOPER,GEOTAB,"WATERLOO, ON",89881.0,113809.0,2023-11-08,2023-11-22
LIFE SKILLS - CONTENT DEVELOPER (2 POSITIONS),ANISHNABEG OUTREACH TRAINING AND EMPLOYMENT INC,"KITCHENER, ON",60462.0,76558.0,2023-11-08,2023-11-08
SR. SOFTWARE ENGINEER,DREAM CATCHER GROUP LIMITED,"KITCHENER, ON",90000.0,100000.0,2023-11-08,2023-11-22
SENIOR INDUSTRIAL SIMULATION DEVELOPER,CLEARPATH ROBOTICS INC.,"KITCHENER, ON",69179.0,152189.0,2023-11-08,2023-11-22
JUNIOR PROGRAMMER - TEMPORARY FULL-TIME (RECREATION),ST. JOSEPH'S HEALTH CENTRE GUELPH,"GUELPH, ON",45637.0,57787.0,2023-11-15,2023-11-22
BHJOB15656_31081 - JUNIOR SOFTWARE DEVELOPER,MYTICAS CONSULTING,VARIOUS LOCATIONS,58526.0,74107.0,2023-11-15,2023-11-22
PROGRAM MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",62699.0,79391.0,2023-11-15,2023-11-22
PROGRAM MANAGER,OPENTEXT,"WATERLOO, ON",62699.0,79391.0,2023-11-15,2023-11-22
ORDER ADMINISTRATION SPECIALIST,OPEN TEXT CORPORATION,"WATERLOO, ON",58726.0,74360.0,2023-11-15,2023-11-22
SRE CLOUD NETWORK ARCHITECT,NCR,"WATERLOO, ON",90045.0,114017.0,2023-11-15,2023-11-22
SOFTWARE ENGINEERING PROGRAM MANAGER,UNIVERSITY OF WATERLOO,"WATERLOO, ON",86281.0,109251.0,2023-11-15,2023-11-22
COLLECTION DEVELOPMENT REPORTING AND ASSESSMENT ANALYST,UNIVERSITY OF WATERLOO,"WATERLOO, ON",78457.0,99344.0,2023-11-15,2023-11-22
SR. FINANCIAL REPORTING ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",65791.0,83306.0,2023-11-15,2023-11-22
SR. RPA BUSINESS ANALYST,OPENTEXT,"WATERLOO, ON",74081.0,93804.0,2023-11-15,2023-11-22
JUNIOR PROGRAMMER - TEMPORARY FULL-TIME (RECREATION),ST. JOSEPH’S,"GUELPH, ON",45637.0,57787.0,2023-11-15,2023-11-22
SR. FINANCIAL REPORTING ANALYST,OPENTEXT,"WATERLOO, ON",65791.0,83306.0,2023-11-15,2023-11-22
SENIOR FPGA DEVELOPER,CHRISTIE DIGITAL,"KITCHENER, ON",92342.0,116926.0,2023-11-15,2023-11-22
WEB ANALYTICS MANAGER,OPENTEXT,"WATERLOO, ON",64507.0,81680.0,2023-11-15,2023-11-22
SR. REVENUE OPERATIONS ANALYST - SALESFORCE.COM,OPENTEXT,"WATERLOO, ON",50202.0,63567.0,2023-11-15,2023-11-22
JUNIOR PROGRAMMER - FULL TIME (RECREATION),ST. JOSEPH’S,"GUELPH, ON",45637.0,57787.0,2023-11-15,2023-11-22
SR. ENVIRONMENTAL FACILITIES PROGRAM MANAGER,OPENTEXT,"WATERLOO, ON",111585.0,141292.0,2023-11-15,2023-11-22
"SENIOR CLOUD SECURITY ENGINEER- REMOTE, ONTARIO",SMILE DIGITAL HEALTH,"KITCHENER, ON",129190.0,163583.0,2023-11-15,2023-11-22
JUNIOR PROGRAMMER - FULL TIME (RECREATION),ST. JOSEPH'S HEALTH CENTRE GUELPH,"GUELPH, ON",45637.0,57787.0,2023-11-15,2023-11-22
LEAD DEVOPS ENGINEER,SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-11-15,2023-11-22
ORDER ADMINISTRATION SPECIALIST,OPENTEXT,"WATERLOO, ON",58726.0,74360.0,2023-11-15,2023-11-22
LEAD PEGA SOFTWARE ENGINEER,SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-11-15,2023-11-15
SR. REVENUE OPERATIONS ANALYST - SALESFORCE.COM,OPEN TEXT CORPORATION,"WATERLOO, ON",50202.0,63567.0,2023-11-15,2023-11-22
SR. ENVIRONMENTAL FACILITIES PROGRAM MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",111585.0,141292.0,2023-11-15,2023-11-22
SOFTWARE ENGINEER - REMOTE (CANADA),TEAMVIEWER,"KITCHENER, ON",93341.0,118190.0,2023-11-15,2023-11-22
"SOFTWARE DEVELOPER III, GOOGLE CLOUD PLATFORMS",GOOGLE,"WATERLOO, ON",,,2023-11-15,2023-11-15
SOFTWARE DEVELOPER IN TEST AND AUTOMATION (INTERMEDIATE/SENIOR),RIDECO,"WATERLOO, ON",90000.0,110000.0,2023-11-15,2023-11-22
"SOFTWARE ENGINEER - REMOTE (WATERLOO, ON)",TEAMVIEWER,"WATERLOO, ON",91469.0,115821.0,2023-11-15,2023-11-22
SENIOR FULL-STACK SOFTWARE ENGINEER,MANULIFE,"WATERLOO, ON",102123.0,129310.0,2023-11-15,2023-11-22
M365 SHAREPOINT DEVELOPER,UNIVERSITY OF WATERLOO,"WATERLOO, ON",69636.0,88175.0,2023-11-15,2023-11-22
MANUFACTURING SOFTWARE DEVELOPER – TEST STATION,FORD MOTOR COMPANY,"WATERLOO, ON",82246.0,104141.0,2023-11-15,2023-11-22
SOLUTION DEVELOPER,ZORTECH SOLUTIONS,"KITCHENER, ON",50677.0,64169.0,2023-11-15,2023-11-22
SENIOR FPGA DEVELOPER,CHRISTIE DIGITAL SYSTEMS INC.,"KITCHENER, ON",97352.0,123270.0,2023-11-15,2023-11-22
SOFTWARE DEVELOPER,GLOBAL OPERATION INTEGRITY INC.,"WATERLOO, ON",45000.0,65000.0,2023-11-15,2023-11-22
SOFTWARE DEVELOPER,N. HARRIS COMPUTER CORPORATION - USA,"CAMBRIDGE, ON",,,2023-11-15,2023-11-22
SOFTWARE DEVELOPER,UNIVERSITY OF WATERLOO,"WATERLOO, ON",,,2023-11-15,2023-11-22
SOFTWARE DEVELOPER,NAVITAS VEHICLE SYSTEMS,"WATERLOO, ON",61435.0,77790.0,2023-11-15,2023-11-22
"LEAD TECHNOLOGY SPECIALIST, BI DEVELOPER",EQUITABLE,"WATERLOO, ON",104858.0,132774.0,2023-11-15,2023-11-22
WEB ANALYTICS MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",64507.0,81680.0,2023-11-15,2023-11-22
FLUTTER UI DEVELOPER,SNAPPY INNOVATION INC.,VARIOUS LOCATIONS,80000.0,120000.0,2023-11-15,2023-11-15
SR. RPA BUSINESS ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",74081.0,93804.0,2023-11-15,2023-11-22
SENIOR STAFF BACKEND ENGINEER,RECRUITING FROM SCRATCH,"WATERLOO, ON",190000.0,250000.0,2023-11-15,2023-11-22
FULL STACK DEVELOPER,PROCOM,VARIOUS LOCATIONS,,,2023-11-15,2023-11-15
INFORMATION TECHNOLOGY SPECIALIST - RESEARCH SOFTWARE SUPPORT,UNIVERSITY OF WATERLOO,"WATERLOO, ON",68015.0,86123.0,2023-11-15,2023-11-22
DEVOPS DEVELOPER,BEVERTEC CST INC,VARIOUS LOCATIONS,100000.0,100000.0,2023-11-15,2023-11-15
SENIOR .NET DEVELOPER,VENUITI,"WATERLOO, ON",79655.0,100861.0,2023-11-15,2023-11-22
SENIOR SOFTWARE ENGINEER (API/.NET),SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-11-15,2023-11-22
"COMMUNITY HEALTH REPRESENTATIVE-RELOCATE TO PORT HARDY, B.C",GWA'SALA-'NAKWAXD'XW NATIONS,VARIOUS LOCATIONS,49920.0,,2023-11-22,2023-11-22
LEAD SECURITY ANALYST,OPEN TEXT CORPORATION,"WATERLOO, ON",93444.0,118321.0,2023-11-22,2023-11-22
STAFF DEVOPS DEVELOPER,MAPPEDIN,"WATERLOO, ON",73268.0,92774.0,2023-11-22,2023-11-22
"DIRECTOR, ORGANIZATIONAL EFFECTIVENESS",OPENTEXT,"WATERLOO, ON",113773.0,144063.0,2023-11-22,2023-11-22
"MANAGER, SOFTWARE ENGINEERING",OPENTEXT,"WATERLOO, ON",104308.0,132077.0,2023-11-22,2023-11-22
SENIOR DRUPAL DEVELOPER,SUREX,VARIOUS LOCATIONS,72311.0,91562.0,2023-11-22,2023-11-22
SENIOR ENGINEERING MANAGER,CARTA,"WATERLOO, ON",96240.0,121862.0,2023-11-22,2023-11-22
"SENIOR SOFTWARE ENGINEER, COMPUTER VISION ( HYBRID)",SIEMENS,"KITCHENER, ON",100697.0,127506.0,2023-11-22,2023-11-22
"MANAGER, SOFTWARE ENGINEERING",OPEN TEXT CORPORATION,"WATERLOO, ON",104308.0,132077.0,2023-11-22,2023-11-22
FIRST NATIONS / INUIT / MÉTIS - HR DIGITAL SOLUTION DEVELOPER,BMO FINANCIAL GROUP,VARIOUS LOCATIONS,74245.0,94011.0,2023-11-22,2023-11-22
"DIRECTOR, ORGANIZATIONAL EFFECTIVENESS",OPEN TEXT CORPORATION,"WATERLOO, ON",113773.0,144063.0,2023-11-22,2023-11-22
LEAD SECURITY ANALYST,OPENTEXT,"WATERLOO, ON",93444.0,118321.0,2023-11-22,2023-11-22
"SENIOR INFORMATION SECURITY ENGINEER,CLOUD - REMOTE, ON",SMILE DIGITAL HEALTH,"KITCHENER, ON",122515.0,155132.0,2023-11-22,2023-11-22
"MANAGER, CORPORATE ACCOUNTING",OPEN TEXT CORPORATION,"WATERLOO, ON",79552.0,100731.0,2023-11-22,2023-11-22
"MANAGER, CORPORATE ACCOUNTING",OPENTEXT,"WATERLOO, ON",79552.0,100731.0,2023-11-22,2023-11-22
EMPLOYEE RELATIONS MANAGER,OPENTEXT,"WATERLOO, ON",76633.0,97034.0,2023-11-22,2023-11-22
SR. REVENUE OPERATIONS ANALYST 1,OPENTEXT,"WATERLOO, ON",62406.0,79020.0,2023-11-22,2023-11-22
EMPLOYEE RELATIONS MANAGER,OPEN TEXT CORPORATION,"WATERLOO, ON",76633.0,97034.0,2023-11-22,2023-11-22
SR. REVENUE OPERATIONS ANALYST 1,OPEN TEXT CORPORATION,"WATERLOO, ON",62406.0,79020.0,2023-11-22,2023-11-22
SOFTWARE DEVELOPER,SUN LIFE FINANCIAL,"WATERLOO, ON",,,2023-11-22,2023-11-22
SOFTWARE DEVELOPER,RIDECO,"WATERLOO, ON",,,2023-11-22,2023-11-22
WEB DEVELOPER (AEM ARCHITECT),BLACKBERRY,"WATERLOO, ON",83601.0,105858.0,2023-11-22,2023-11-22
SOFTWARE DEVELOPER I,ATS AUTOMATION TOOLING SYSTEMS,"CAMBRIDGE, ON",88372.0,111899.0,2023-11-22,2023-11-22
SENIOR SOFTWARE ENGINEER/TEAM LEAD,DESCARTES,"WATERLOO, ON",156268.0,197870.0,2023-11-22,2023-11-22
SR. ANDROID DEVELOPER,OPEN TEXT CORPORATION,"WATERLOO, ON",96002.0,121560.0,2023-11-22,2023-11-22
DATA SCIENTIST AND SEARCH API DEVELOPER,OPENTEXT,"WATERLOO, ON",76935.0,97417.0,2023-11-22,2023-11-22
SR. ANDROID DEVELOPER,OPENTEXT,"WATERLOO, ON",96002.0,121560.0,2023-11-22,2023-11-22
SOFTWARE DEVELOPER,OPEN TEXT CORPORATION,"WATERLOO, ON",72216.0,91442.0,2023-11-22,2023-11-22
"SENIOR TECHNOLOGY SPECIALIST, ENTERPRISE PLATFORMS DEVELOPER",EQUITABLE,"WATERLOO, ON",87385.0,110648.0,2023-11-22,2023-11-22
SOFTWARE DEVELOPER,OPENTEXT,"WATERLOO, ON",72216.0,91442.0,2023-11-22,2023-11-22
TEST ENGINEER,KA IMAGING INC,"WATERLOO, ON",75195.0,95214.0,2023-11-22,2023-11-22
SENIOR JAVA DEVELOPER,VENUITI,"KITCHENER, ON",86589.0,109641.0,2023-11-22,2023-11-22
DATA SCIENTIST AND SEARCH API DEVELOPER,OPEN TEXT CORPORATION,"WATERLOO, ON",76935.0,97417.0,2023-11-22,2023-11-22
LEAD SOFTWARE ENGINEER (POWERCENTER/AWS/MAINFRAME),SUN LIFE,"WATERLOO, ON",82000.0,135000.0,2023-11-22,2023-11-22
